"2016 Form EIA-860 Data - Schedule 3, 'Solar Technology Data' (Operable Units Only)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Operating Month,Operating Year,Lenses / Mirrors?,Single-Axis Tracking?,Dual-Axis Tracking?,Fixed Tilt?,East West Fixed Tilt?,Parabolic Trough?,Linear Fresnel?,Power Tower?,Dish Engine?,Other Solar Technology?,Tilt Angle,DC Net Capacity (MW),Crystalline Silicon?,Thin-Film (CdTe)?,Thin-Film (A-Si)?,Thin-Film (CIGS)?,Thin-Film (Other)?,Other Materials?,Net Metering Agreement?,Net Metering DC Capacity (MW),Virtual Net Metering Agreement?,Virtual Net Metering DC Capacity (MW)
57030,"Mesquite Solar 1, LLC",57707,Mesquite Solar 1,AZ,Maricopa,12,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,16.0,16.0,16.0,12,2012,,,,Y,,,,,,,20.0,22.5,Y,,,,,,N, ,, 
57030,"Mesquite Solar 1, LLC",57707,Mesquite Solar 1,AZ,Maricopa,2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,16.0,16.0,16.0,1,2012,,,,Y,,,,,,,20.0,22.5,Y,,,,,,N, ,, 
57030,"Mesquite Solar 1, LLC",57707,Mesquite Solar 1,AZ,Maricopa,3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10.0,10.0,10.0,12,2011,,,,Y,,,,,,,20.0,14.1,Y,,,,,,N, ,, 
57030,"Mesquite Solar 1, LLC",57707,Mesquite Solar 1,AZ,Maricopa,4,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,16.0,16.0,16.0,5,2012,,,,Y,,,,,,,20.0,22.5,Y,,,,,,N, ,, 
57030,"Mesquite Solar 1, LLC",57707,Mesquite Solar 1,AZ,Maricopa,5,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,16.0,16.0,16.0,6,2012,,,,Y,,,,,,,20.0,22.5,Y,,,,,,N, ,, 
57030,"Mesquite Solar 1, LLC",57707,Mesquite Solar 1,AZ,Maricopa,6,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,8.0,8.0,8.0,8,2012,,,,Y,,,,,,,20.0,11.3,Y,,,,,,N, ,, 
57030,"Mesquite Solar 1, LLC",57707,Mesquite Solar 1,AZ,Maricopa,7,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,16.0,16.0,16.0,9,2012,,,,Y,,,,,,,20.0,21.9,Y,,,,,,N, ,, 
57030,"Mesquite Solar 1, LLC",57707,Mesquite Solar 1,AZ,Maricopa,8,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,12.0,12.0,12.0,10,2012,,,,Y,,,,,,,20.0,15.6,Y,,,,,,N, ,, 
57030,"Mesquite Solar 1, LLC",57707,Mesquite Solar 1,AZ,Maricopa,9,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,16.0,16.0,16.0,10,2012,,,,Y,,,,,,,20.0,22.0,Y,,,,,,N, ,, 
57170,"EDF Renewable Asset Holdings, Inc.",57708,Catalina Solar LLC,CA,Kern,INV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,110.0,110.0,110.0,12,2012,,,,Y,,,,,,,51.0,143.0,,Y,,,,,N, ,N, 
24211,Tucson Electric Power Co,57717,UASTP II,AZ,Pima,UATP2,OP,Solar Photovoltaic,PV,Electric Utility,1,4.0,4.0,4.0,1,2012,,N,,Y,,,,,,,25.0,5.0,Y,,,,,N,N, ,N, 
57022,Solar Power Inc.,57722,North Palm Springs 4A,CA,Riverside,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.0,4.0,4.0,10,2012,,Y,,,,,,,,,45.0,4.0,Y,,,,,,N, ,N, 
56976,"Constellation Solar New Jersey II, LLC",57723,"Johnson Matthey, Inc. Solar",NJ,Gloucester,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.0,4.0,4.0,3,2011,,Y,,,,,,,,, ,5.2,Y,,,,,,Y,5.2,N, 
15477,Public Service Elec & Gas Co,57724,NJMC Landfill,NJ,Hudson,NJMC,OP,Solar Photovoltaic,PV,Electric Utility,1,2.5,2.5,2.5,12,2011,,,,Y,,,,,,,20.0,3.0,Y,,,,,,N, ,N, 
15477,Public Service Elec & Gas Co,57726,Summit Associates,NJ,Middlesex,SUMA,OP,Solar Photovoltaic,PV,Electric Utility,1,1.9,1.9,1.9,12,2011,,,,Y,,,,,,,12.5,2.2,Y,,,,,,N, ,N, 
15477,Public Service Elec & Gas Co,57727,BlackRock-Matrix,NJ,Middlesex,BLAR,OP,Solar Photovoltaic,PV,Electric Utility,1,2.5,2.5,2.5,3,2012,,,,Y,,,,,,,10.0,3.0,Y,,,,,,N, ,N, 
15477,Public Service Elec & Gas Co,57728,Mill Creek Solar,NJ,Burlington,MILLC,OP,Solar Photovoltaic,PV,Electric Utility,1,3.5,3.5,3.5,12,2011,,,,Y,,,,,,,22.0,3.8,,,,Y,,,N, ,N, 
57044,"Constellation Solar New Jersey, LLC",57733,Benjamin Moore & Co. Solar,NJ,Morris,PV1,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,1.4,1.4,1.4,12,2010,,,,Y,,,,,,,35.0,1.8,Y,,,,,,Y,1.4,N, 
57049,NFI Solar LLC,57734,Cherry Hill,NJ,Camden,CH,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.1,1.1,1.1,3,2010,,,,Y,,,,,,N,0.0,1.3,Y,,,,,,Y,1.1,N, 
57055,"SunE SPS1, LLC",57736,SPS1 Dollarhide,NM,Lea,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10.0,10.0,10.0,9,2011,,Y,,,,,,,,,0.0,10.7,Y,,,,,,N, ,N, 
57056,"SunE SPS2, LLC",57737,SPS2 Jal,NM,Lea,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10.0,10.0,10.0,9,2011,,Y,,,,,,,,,0.0,10.8,Y,,,,,,N, ,N, 
57057,"SunE SPS3, LLC",57738,SPS3 Lea,NM,Lea,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10.0,10.0,10.0,11,2011,,Y,,,,,,,,,0.0,10.6,Y,,,,,,N, ,N, 
57059,"SunE SPS4, LLC",57739,SPS4 Monument,NM,Lea,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10.1,10.1,10.1,12,2011,,Y,,,,,,,,,0.0,10.8,Y,,,,,,N, ,N, 
57058,"SunE SPS5, LLC",57740,SPS5 Hopi,NM,Eddy,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,10.1,10.1,10.1,12,2011,,Y,,,,,,,,,0.0,10.9,Y,,,,,,N, ,N, 
57049,NFI Solar LLC,57742,Vineland Headquarters,NJ,Cumberland,VHQ,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.1,1.1,1.1,6,2011,,,,Y,,,,,,,3.0,1.3,Y,,,,,,Y,1.1,N, 
57022,Solar Power Inc.,57743,North Palm Springs 1A,CA,Riverside,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.5,2.4,2.4,4,2012,,Y,,,,,,,,,45.0,2.4,Y,,,,,,N, ,N, 
57044,"Constellation Solar New Jersey, LLC",57745,The City of Vineland at West Vineland,NJ,Cumberland,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.7,3.7,3.7,10,2011,,,,Y,,,,,,,25.0,4.8,Y,,,,,,Y,4.8,N, 
57044,"Constellation Solar New Jersey, LLC",57746,The City of Vineland at North Vineland,NJ,Cumberland,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.3,2.3,2.3,10,2011,,,,Y,,,,,,,25.0,3.0,Y,,,,,,Y,3.0,N, 
57052,NRG Solar Arrowhead LLC,57747,FedEx Field Solar Facility,MD,Prince Georges,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,2.0,2.0,9,2011,,,,Y,,,,,,,0.0,2.0,Y,,,,,,N, ,, 
57049,NFI Solar LLC,57750,Maple Solar,NJ,Cumberland,P1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.6,1.6,1.6,5,2011,,,,Y,,,,,,,27.0,2.0,Y,,,,,,N, ,N, 
57049,NFI Solar LLC,57750,Maple Solar,NJ,Cumberland,P2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.8,0.8,0.8,9,2011,,,,Y,,,,,,,27.0,1.0,Y,,,,,,N, ,N, 
56995,"Sacramento PV Energy, LLC",57753,SMUD at Lawrence,CA,Sacramento,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,12,2011,,,,Y,,,,,,,20.0,1.2,,Y,,,,,Y,1.2,N, 
57065,Constellation Solar Horizons LLC,57758,Mount Saint Mary's,MD,Frederick,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,13.7,13.7,13.7,7,2012,,,,Y,,,,,,,25.0,16.1,,Y,,,,,Y,16.1,N, 
57073,"Solar Star California XV, LLC",57764,Naval Air Weapons Station China Lake,CA,Kern,1,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,11.1,11.1,11.1,9,2012,,Y,,,,,,,,,0.0,13.8,Y,,,,,,N, ,N, 
58863,Main Street Power,57765,Arizona Western College PV,AZ,Yuma,SFC,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,11,2011,Y,,Y,,,,,,,, ,1.0,Y,,,,,,N, ,N, 
58863,Main Street Power,57765,Arizona Western College PV,AZ,Yuma,SHP,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.9,0.9,0.9,11,2011,,Y,,,,,,,,,5.0,0.9,,,Y,,,,N, ,N, 
58863,Main Street Power,57765,Arizona Western College PV,AZ,Yuma,SOLEG,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,4,2015,,,,Y,,,,,,,5.0,1.3,Y,,,,,,N, ,N, 
58863,Main Street Power,57765,Arizona Western College PV,AZ,Yuma,STE,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.9,0.9,0.9,11,2011,,Y,,,,,,,,,5.0,0.9,Y,,,,,,N, ,N, 
58863,Main Street Power,57765,Arizona Western College PV,AZ,Yuma,SWD,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.9,0.9,0.9,11,2011,,Y,,,,,,,,,5.0,0.9,Y,,,,,,N, ,N, 
57078,Ecogy Pennsylvania Systems LLC,57768,Longwood Gardens,PA,Chester,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.3,1.3,1.3,5,2010,,,,Y,,,,,,,30.0,1.6,Y,,,,,,Y,1.3,N, 
57081,"WGL Energy Systems, Inc",57772,Perdue Bridgeville Photovoltaic,DE,Sussex,BRID,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.3,1.3,1.3,7,2011,,N,,Y,,,,,,,30.0,1.6,Y,,,,,,Y,1.5,N, 
58315,SSA Solar of CA 2 LLC,57773,Palo Verde College,CA,Riverside,1,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,1.2,1.2,1.2,8,2009,,Y,,,,,,,,,30.0,1.2,Y,,,,,,N, ,N, 
11556,Brookfield Energy Marketing LP,57775,Kingman 1,AZ,Mohave,PV,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.5,0.5,0.5,9,2011,,Y,,,N,,,,,Y, ,0.5,Y,,,,,,Y,0.5,N, 
58316,SSA Solar of NJ LLC,57776,FedEx Woodbridge,NJ,Middlesex,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.4,2.4,2.4,12,2009,,N,,Y,,,,,,,2.0,2.4,Y,,,,,,N, ,N, 
57354,X-Elio North America Inc,57777,RE Dillard 1,CA,Sacramento,DL1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.0,3.0,3.0,1,2012,,Y,,N,,,,,,, ,3.8,Y,,,,,,Y,3.8,N, 
57354,X-Elio North America Inc,57778,RE Kammerer 1,CA,Sacramento,KAM1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,1,2012,,Y,,,,,,,,, ,6.2,Y,,,,,,N, ,N, 
57354,X-Elio North America Inc,57779,RE Dillard 2,CA,Sacramento,DIL2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.0,3.0,3.0,1,2012,,Y,,,,,,,,, ,3.8,Y,,,,,,Y,3.8,N, 
57354,X-Elio North America Inc,57780,RE Kammerer 2,CA,Sacramento,KAM2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,2,2012,,Y,,,,,,,,, ,6.2,Y,,,,,,N, ,N, 
57354,X-Elio North America Inc,57781,RE Dillard 3,CA,Sacramento,DIL3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.0,3.0,3.0,1,2012,,Y,,,,,,,,, ,3.8,Y,,,,,,Y,3.8,N, 
57354,X-Elio North America Inc,57782,RE Kammerer 3,CA,Sacramento,KAM3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,2,2012,,Y,,,,,,,,, ,6.2,Y,,,,,,N, ,N, 
57354,X-Elio North America Inc,57783,RE Bruceville 1,CA,Sacramento,BRU1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,1,2012,,Y,,,,,,,,, ,6.2,Y,,,,,,N, ,N, 
57354,X-Elio North America Inc,57784,RE Bruceville 2,CA,Sacramento,BRU2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,2,2012,,Y,,,,,,,,, ,6.2,Y,,,,,,N, ,N, 
57354,X-Elio North America Inc,57785,RE Bruceville 3,CA,Sacramento,BRU3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,2,2012,,Y,,,,,,,,, ,6.2,Y,,,,,,N, ,N, 
57107,RE Bagdad Solar 1 LLC,57790,RE Bagdad Solar I LLC,AZ,Yavapai,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,16.6,15.0,15.0,12,2011,,Y,,,,,,,,,0.0,16.6,Y,,,,,,N, ,N, 
57112,RE Ajo 1 LLC,57795,RE Ajo 1 LLC,AZ,Pima,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,4.5,4.5,4.5,8,2011,,Y,,,,,,,,,0.0,5.0,Y,,,,,,N, ,N, 
57104,Golden Springs Development Company LLC,57796,Golden Springs Building C-1,CA,Los Angeles,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.2,1.2,1.2,2,2012,,,,Y,,,,,,,10.0,1.3,Y,,,,,,N, ,N, 
57104,Golden Springs Development Company LLC,57797,Golden Springs Building D,CA,Los Angeles,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.3,1.3,1.3,3,2012,,,,Y,,,,,,,10.0,1.4,Y,,,,,,N, ,N, 
59139,SunEdison LLC,57799,"ISH Solar Central, LLC",NJ,Monmouth,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.4,1.4,1.4,10,2011,,,,Y,,,,,,,0.0,4.4,Y,,,,,,N, ,N, 
57124,Nautilus Solar WPU LLC,57805,William Paterson University,NJ,Passaic,WPU1,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,1.4,1.4,1.4,10,2010,,,,Y,,,,,,,0.0,1.4,Y,,,,,,Y,1.4,N, 
57354,X-Elio North America Inc,57806,RE Dillard 4,CA,Sacramento,DIL4,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,0.4,0.4,0.4,1,2012,,,,Y,,,,,,, ,0.5,Y,,,,,,Y,0.5,N, 
57130,Janssen Pharmaceutical Co,57815,Titusville Solar,NJ,Mercer,PV1,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,4.1,4.1,4.1,9,2010,N,Y,,N,,N,,,,,0.0,4.1,Y,,Y,,,,Y,4.0,Y,4.0
57354,X-Elio North America Inc,57816,RE McKenzie 1,CA,Sacramento,MCK1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,11,2012,,Y,,,,,,,,, ,6.3,Y,,,,,,N, ,N, 
57354,X-Elio North America Inc,57817,RE McKenzie 2,CA,Sacramento,MCK2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,11,2012,,Y,,,,,,,,, ,6.3,Y,,,,,,N, ,N, 
57354,X-Elio North America Inc,57818,RE McKenzie 3,CA,Sacramento,MCK3,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,11,2012,,Y,,,,,,,,, ,6.3,Y,,,,,,N, ,N, 
57354,X-Elio North America Inc,57819,RE McKenzie 4,CA,Sacramento,MCK4,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,11,2012,,Y,,,,,,,,, ,6.3,Y,,,,,,N, ,N, 
57354,X-Elio North America Inc,57820,RE McKenzie 5,CA,Sacramento,MCK5,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,11,2012,,Y,,,,,,,,, ,6.3,Y,,,,,,N, ,N, 
57354,X-Elio North America Inc,57821,RE McKenzie 6,CA,Sacramento,MCK6,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,5.0,5.0,5.0,11,2012,,Y,,,,,,,,, ,6.3,Y,,,,,,N, ,N, 
58661,"Sustainable Power Group, LLC",57827,Dinuba Wastewater Treatment Plant,CA,Tulare,DSPV,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,1.0,1.0,1.0,11,2011,,,N,Y,,,,,,,0.0,1.2,Y,,,,,,N, ,N, 
57154,Heliocentric LLC,57831,Heliocentric,CA,Los Angeles,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.3,1.5,3,2012,,,,Y,,,,,,,30.0,1.7,Y,,,,,,N, ,N, 
57159,L-8 Solar Project LLC,57836,L-8 Solar Project,CA,Los Angeles,TSM,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.3,1.5,5,2012,,,,Y,,,,,,,30.0,1.7,Y,,,,,,N, ,N, 
56769,Consolidated Edison Development Inc.,57838,Dartmouth II Solar,MA,Bristol,D2MA,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.0,2.0,2.0,6,2012,,,,Y,,,,,,,25.0,2.5,Y,,,,,,N, ,N, 
59139,SunEdison LLC,57840,ISH Solar Hospital SDMC,CA,San Diego,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.1,1.1,1.1,12,2011,,,,Y,,,,,,,0.0,6.0,Y,,,,,,N, ,N, 
59139,SunEdison LLC,57841,ISH Solar Hospital Downey,CA,Los Angeles,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.1,1.1,1.1,9,2011,,,,Y,,,,,,,0.0,6.0,Y,,,,,,N, ,N, 
57176,WC Landfill Energy LLC,57848,WC Landfill Energy LLC,NJ,Warren,SOLAR,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.1,1.0,9,2013,,,,Y,,,,,,,25.0,1.2,Y,,,,,,Y,1.2,N, 
57177,SEAI Elk Grove LLC,57849,Green Acres Solar Facility 1,CA,Sacramento,GASF1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,3.0,2.8,2.0,9,2012,,Y,,,,,,,,, ,3.6,Y,,,,,,N, ,N, 
57177,SEAI Elk Grove LLC,57850,Green Acres Solar Facility 2,CA,Sacramento,GASF2,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,0.9,0.7,9,2012,,Y,,,,,,,,,0.0,1.2,Y,,,,,,N, ,N, 
56918,University of California San Diego,57856,Univ of California San Diego Solar,CA,San Diego,SGU1,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,1.2,1.2,1.2,12,2008,N,,,Y,,,,,,,70.0,1.2,Y,,,,,,N, ,N, 
59745,First Solar Asset Management,57859,Moapa Southern Paiute,NV,Clark,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,250.0,250.0,250.0,12,2016,,N,,Y,,,,,,,30.0,250.0,,Y,,,,,N, ,N, 
57194,City of Industry,57860,Industry MetroLink PV 1,CA,Los Angeles,1,OP,Solar Photovoltaic,PV,Electric Utility,1,1.5,1.5,1.5,4,2012,,,,Y,,,,,,,5.0,2.0,Y,,,,,,N, ,N, 
56997,Marina Energy LLC,57863,McKee City Solar Phase 2,NJ,Atlantic,UNIT1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.4,2.4,2.4,12,2011,,,,Y,,,,,,,20.0,2.6,Y,,,,,,N, ,N, 
56997,Marina Energy LLC,57864,Stockton Athletic Center,NJ,Atlantic,2LOT7,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,0.5,0.5,0.5,10,2009,,,,Y,,,,,,,5.0,0.4,Y,,,,,,N, ,N, 
56997,Marina Energy LLC,57864,Stockton Athletic Center,NJ,Atlantic,LOT7,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,0.3,0.2,0.2,4,2009,,,,Y,,,,,,,5.0,0.2,Y,,,,,,N, ,N, 
56997,Marina Energy LLC,57864,Stockton Athletic Center,NJ,Atlantic,LOT7B,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,0.3,0.2,0.2,4,2009,,,,Y,,,,,,,5.0,0.2,Y,,,,,,N, ,N, 
56997,Marina Energy LLC,57864,Stockton Athletic Center,NJ,Atlantic,SAC,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,0.3,0.3,0.3,2,2009,,,,Y,,,,,,,5.0,0.3,Y,,,,,,N, ,N, 
56997,Marina Energy LLC,57868,L'Oreal Piscataway,NJ,Middlesex,UNIT1,OP,Solar Photovoltaic,PV,Industrial Non-CHP,6,1.3,1.1,1.1,12,2011,,,,Y,,,,,,,10.0,1.3,Y,,,,,,N, ,N, 
56997,Marina Energy LLC,57869,Heller Industrial Parks,NJ,Middlesex,UNIT1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.7,2.7,2.7,12,2011,,,,Y,,,,,,,15.0,2.7,Y,,,,,,N, ,N, 
57213,Castle Rock Cooling,57870,Castle Rock Vineyards,CA,Tulare,SOLAR,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,1.0,1.0,1.0,9,2010,,,,Y,,,,,,,20.0,1.1,Y,,,,,,Y,1.1,N, 
11208,Los Angeles Department of Water & Power,57871,2555 E Olympic Bl,CA,Los Angeles,1,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,1.0,1.0,1.0,3,2012,,,,Y,,,,,,,15.0,1.2,Y,,,,,,Y,1.2,N, 
57081,"WGL Energy Systems, Inc",57879,Perdue Salisbury Photovoltaic,MD,Wicomico,SALI,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.0,1.0,1.0,9,2011,,,,Y,,,,,,,30.0,1.2,Y,,,,,,Y,1.1,N, 
15248,Portland General Electric Co,57882,Baldock Solar Highway,OR,Clackamas,BSH1,OP,Solar Photovoltaic,PV,Electric Utility,1,1.7,1.7,1.7,1,2012,,N,,N,Y,,,,,,21.0,1.7,Y,,,,,,N, ,N, 
57219,Siete Solar LLC,57883,Queen Creek Solar Farm,AZ,Maricopa,GEN1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,19.0,18.6,18.6,10,2012,,Y,,,,,,,,,0.0,25.2,Y,,,,,,N, ,N, 
14328,Pacific Gas & Electric Co,57891,Guernsey Solar Station,CA,Kings,1,OP,Solar Photovoltaic,PV,Electric Utility,1,20.0,20.0,20.0,8,2013,,Y,,,,,,,,,0.0,25.5,Y,,,,,,N, ,N, 
14328,Pacific Gas & Electric Co,57892,Gates Solar Station,CA,Fresno,1,OP,Solar Photovoltaic,PV,Electric Utility,1,20.0,20.0,20.0,6,2013,,,,Y,,,,,,,25.0,27.7,Y,,,,,,N, ,N, 
57262,Kern County Water Agency,57895,Improvement Dst No. 4,CA,Kern,ID4,OP,Solar Photovoltaic,PV,Commercial Non-CHP,4,1.1,1.1,1.1,1,2009,,N,,Y,Y,,,,,, ,1.2,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57900,Solar Photovoltaic Project #48,CA,San Bernardino,S48A,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,,10.0,0.7,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57900,Solar Photovoltaic Project #48,CA,San Bernardino,S48B,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,,10.0,0.7,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57900,Solar Photovoltaic Project #48,CA,San Bernardino,S48C,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,,10.0,0.7,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57900,Solar Photovoltaic Project #48,CA,San Bernardino,S48D,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,,10.0,0.7,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57900,Solar Photovoltaic Project #48,CA,San Bernardino,S48E,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,,10.0,0.7,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57900,Solar Photovoltaic Project #48,CA,San Bernardino,S48F,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,,10.0,0.7,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57900,Solar Photovoltaic Project #48,CA,San Bernardino,S48G,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,,10.0,0.7,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57900,Solar Photovoltaic Project #48,CA,San Bernardino,S48H,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,,10.0,0.7,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57900,Solar Photovoltaic Project #48,CA,San Bernardino,S48I,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,,10.0,0.7,Y,,,,,,N, ,N, 
17609,Southern California Edison Co,57900,Solar Photovoltaic Project #48,CA,San Bernardino,S48J,OP,Solar Photovoltaic,PV,Electric Utility,1,0.5,0.5,0.5,2,2015,,,,Y,,,,,,,10.0,0.7,Y,,,,,,N, ,N, 
57273,SS San Antonio West LLC,57904,San Antonio West Solar Rooftop,CA,Riverside,CHNO,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.5,1.5,1.5,8,2012,,N,,Y,,,,,,,0.0,1.5,Y,,,,,,N, ,N, 
49893,Invenergy Services LLC,57912,Grand Ridge Solar Farm,IL,LaSalle,1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,20.0,20.0,20.0,7,2012,,,,Y,,,,,,,25.0,22.8,,,,Y,,,N, ,N, 
61055,FRB Solar LLC,57930,Amonix UASTP Solar Power Station,AZ,Pima,UAST,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,1.9,1.9,1.9,4,2011,Y,,Y,,,,,,,, ,2.0,,,,,,Y,N, ,N, 
57309,Holyoke Solar LLC,57931,Holyoke Solar Cooperative at Mueller,MA,Hampden,PV1,OP,Solar Photovoltaic,PV,IPP Non-CHP,2,2.7,2.7,2.7,12,2011,,,,Y,,,,,,,15.0,3.5,Y,,,,,,Y,3.5,N, 
